OBJECTID,FEATURETYPE,NAME,CAPACITY_kV,CLASSIFICATION,SITESUBURB,STATE,STATUS,FEATURERELIABILITY,FEATURESOURCE,ATTRIBUTERELIABILITY,ATTRIBUTESOURCE,SPATIALACCURACY,REVISED,LATITUDE,LONGITUDE
459,Substation,Western Mining,132,Zone ,East Rockingham,Western Australia,Operational,20080301,Fremantle_2033_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.253662,115.76477
460,Substation,Mungar,132,Zone ,Mungar,Queensland,Operational,20060601,Maryborough_Jun_06_SPNC_2pt5m.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-25.59878,152.593985
461,Substation,Moranbah,132,Zone ,Moranbah,Queensland,Operational,20051101,Capricorn4_SPNC_2pt5m_mosaic.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-21.986762,148.025014
462,Substation,British Petroleum,66,Sole Use,Kwinana Beach,Western Australia,Operational,20080301,Fremantle_2033_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.225412,115.775896
463,Substation,Mason Road,132,Zone ,Kwinana Beach,Western Australia,Operational,20080301,Fremantle_2033_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.225504,115.774967
464,Substation,Kwinana Power Partnership,132,Zone ,Kwinana Beach,Western Australia,Operational,20080301,Fremantle_2033_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.223132,115.7663
465,Substation,Hismelt,132,Sole Use,Kwinana Beach,Western Australia,Operational,20080301,Fremantle_2033_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.213217,115.776097
466,Substation,Beckenham,132,Zone ,East Cannington,Western Australia,Operational,20080301,Fremantle_2033_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.018029,115.949962
467,Substation,Rivervale 132,132,Zone ,Lathlain,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.96291,115.901847
468,Substation,Belmont,132,Zone ,Belmont,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.955439,115.935478
469,Substation,Forrestfield,132,Zone ,Forrestfield,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.967957,115.983744
470,Substation,Hadfields,132,Zone ,Bassendean,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.906656,115.942166
471,Substation,Morley,132,Zone ,Morley,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.905024,115.896384
472,Substation,Yokine,132,Zone ,Yokine,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.903668,115.848546
473,Substation,Osborne Park,132,Zone ,Innaloo,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.90307,115.801121
474,Substation,South Fremantle,132,Terminal ,North Coogee,Western Australia,Operational,20080301,Fremantle_2033_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.092085,115.758713
475,Substation,Kalamunda,132,Zone ,Kalamunda,Western Australia,Operational,20080301,Wooroloo_2134_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.985358,116.068193
476,Substation,Mount Lawley ,132,Terminal ,Inglewood,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.916669,115.867378
477,Substation,Cockburn Cement,132,Zone ,Munster,Western Australia,Operational,20080301,Fremantle_2033_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.152115,115.801242
478,Substation,Rockingham,132,Zone ,Rockingham,Western Australia,Operational,20080301,Fremantle_2033_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.28525,115.729793
479,Substation,Braemar,330,Zone ,Kogan,Queensland,Operational,20060101,Kogan_9043_60cm_2006.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.114229,150.900288
480,Substation,Bulli Creek,330,Zone ,Western Creek,Queensland,Operational,20090101,WaarWaar_9042_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.921118,150.843107
481,Substation,Blackwall,275,Zone ,Chuwar,Queensland,Operational,20090101,Ipswich_9442_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.540978,152.785858
482,Substation,Keith,132,Zone ,Stirling,South Australia,Operational,20030101,SouthEast_PNC_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-36.107914,140.299089
483,Substation,Port Latta,110,Zone ,Port Latta,Tasmania,Operational,20080314,or1403-83_repro.ecw,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-40.854059,145.37808
484,Substation,Savage River,110,Zone ,Savage River,Tasmania,Operational,20100503,SPOTCOV_AUR_S42E145-A,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-41.487575,145.21236
485,Substation,Ulverstone,110,Zone ,Ulverstone,Tasmania,Operational,20100503,SPOTCOV_AUR_S42E146-A,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-41.171594,146.162285
486,Substation,Burnie 220,220,Zone ,Acton,Tasmania,Operational,20070201,or1422-37_repro.ecw,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-41.076771,145.891202
487,Substation,Bohle,66,Zone ,Cosgrove,Queensland,Operational,20090101,CQ_Whole_project_Mosaic_50cm_MGA55_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-19.264382,146.707979
488,Substation,Emu Bay,110,Zone ,South Burnie,Tasmania,Operational,20060106,or1401-36_repro.ecw,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-41.065705,145.9141
489,Substation,Railton,110,Zone ,Railton,Tasmania,Operational,20100503,SPOTCOV_AUR_S42E146-A,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-41.334081,146.423335
490,Substation,North Springwood,110,Zone ,Slacks Creek,Queensland,Operational,20090101,Brisbane_Mosaic_15cm_MGA56_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.615314,153.121267
491,Substation,Gatton,110,Zone ,Gatton,Queensland,Operational,20090101,Helidon_9342_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.536647,152.278224
492,Substation,Cleveland,110,Zone ,Cleveland,Queensland,Operational,20090101,Brisbane_Mosaic_15cm_MGA56_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.546467,153.252841
493,Substation,Postmans Ridge,110,Zone ,Postmans Ridge,Queensland,Operational,20090101,Helidon_9342_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.533196,152.0663
494,Substation,Stradbroke Island,110,Zone ,North Stradbroke Island,Queensland,Operational,20050717,SEQ_SPOT_2pt5m_col_mosaic.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.518555,153.489134
495,Substation,Aitkenvale,66,Zone ,Aitkenvale,Queensland,Operational,20090101,CQ_Whole_project_Mosaic_50cm_MGA55_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-19.298917,146.77123
496,Substation,Goulburn,132,Zone ,Goulburn,New South Wales,Operational,20080101,Goulburn_8828_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-34.769458,149.731159
497,Substation,Yass,330,Terminal ,Yass,New South Wales,Operational,20080101,Yass_8628_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-34.862599,148.904063
498,Substation,Temora,132,Zone ,Temora,New South Wales,Operational,20070101,Temora_8429_50cm_2007.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-34.460646,147.550738
499,Substation,Murrumburrah,132,Zone ,Murrumburrah,New South Wales,Operational,20090111,SPOTCOV_AUM_S35E148-C,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-34.541651,148.313378
500,Substation,Olympic Dam North,132,Zone ,Olympic Dam,South Australia,Operational,20100101,ALPSM2P5_ZONE53_2010,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-30.442374,136.871298
501,Substation,Oakey,110,Zone ,Oakey,Queensland,Operational,20090101,Dalby_9143_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.429564,151.707098
502,Substation,Rangal,132,Zone ,Blackwater,Queensland,Operational,20060704,East_Queensland_SPOT.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-23.536669,148.849897
503,Substation,Keilor,220,Terminal ,Keilor East,Victoria,Operational,20091202,portphillip_2009dec02_air_vis_35cm_mga55.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-37.738239,144.846177
504,Substation,Ballarat,220,Terminal ,Warrenheip,Victoria,Operational,20071217,south-west_2007dec17_air_vis_35cm_mga54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-37.567381,143.921855
505,Substation,Kidston,132,Zone ,Einasleigh,Queensland,Operational,20060704,East_Queensland_SPOT.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-18.874593,144.143261
506,Substation,Ross,275,Zone ,Kelso,Queensland,Operational,20090101,CQ_Whole_project_Mosaic_50cm_MGA55_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-19.404489,146.726602
507,Substation,Blackwater,132,Zone ,Stewarton,Queensland,Operational,20051101,Capricorn1_SPNC_2pt5m_mosaic.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-23.587456,148.826229
508,Substation,Hazelwood,500,Terminal ,Hazelwood North,Victoria,Operational,20060322,latrobe_2006mar22_air_vis_35cm_mga55.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-38.281172,146.428342
509,Substation,Dederang,330,Terminal ,Dederang,Victoria,Operational,19940301,kiewariver_1994mar01_air_vis_1m_mga55.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-36.454287,146.990813
510,Substation,Albury,132,Zone ,Lavington,New South Wales,Operational,20100101,Albury_8225_50cm_2010.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-36.053818,146.952647
511,Substation,Jindera,330,Terminal ,Jindera,New South Wales,Operational,20090101,sp5col2p5_SI5514_2009.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-35.925346,146.908546
512,Substation,Australian Newsprint Mills,132,Zone ,Ettamogah,New South Wales,Operational,20100101,Albury_8225_50cm_2010.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-35.994149,146.984691
513,Substation,Koolkhan,132,Zone ,Koolkhan,New South Wales,Operational,20020101,Grafton.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-29.616174,152.93286
514,Substation,Upper Tumut,330,Switchyard,Cabramurra,New South Wales,Operational,20080101,Yarrangobilly_8526_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-35.910907,148.386037
515,Substation,Barcaldine,132,Zone ,Barcaldine,Queensland,Operational,20100403,SPOTCOV_AUO_S24E145-C,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-23.551412,145.312255
516,Substation,Pandoin,110,Zone ,Glenlee,Queensland,Operational,20051101,Capricorn3_SPNC_2pt5m_mosaic.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-23.265287,150.470852
517,Substation,Charmhaven,132,Zone ,Woongarrah,New South Wales,Operational,19980101,lake_macq.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.244679,151.492091
518,Substation,Wyong,132,Zone ,Wyong,New South Wales,Operational,20070101,gosford.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.267195,151.437881
519,Substation,West Gosford,66,Zone ,West Gosford,New South Wales,Operational,20070101,gosford.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.420996,151.33171
520,Substation,Warringah,132,Subtransmission ,Allambie Heights,New South Wales,Operational,20080101,Sydney_9130_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.754588,151.244132
521,Substation,Willoughby,132,Subtransmission ,Artarmon,New South Wales,Operational,20080101,Sydney_9130_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.816796,151.185399
522,Substation,Pyrmont,132,Subtransmission ,Pyrmont,New South Wales,Operational,20080101,Sydney_9130_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.870477,151.193567
523,Substation,Canterbury,132,Subtransmission ,Earlwood,New South Wales,Operational,20080101,Sydney_9130_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.921572,151.115949
524,Substation,Campbell,132,Zone ,Surry Hills,New South Wales,Operational,20080101,Sydney_9130_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.879829,151.21232
525,Substation,Kingsford,132,Zone ,Kingsford,New South Wales,Operational,20080101,Sydney_9130_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.92717,151.230017
526,Substation,Bunnerong,132,Subtransmission ,Matraville,New South Wales,Operational,20080101,Sydney_9130_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.968944,151.229127
527,Substation,Balranald,220,Terminal ,Balranald,New South Wales,Operational,20050424,sp5xi2p5_374420_240405.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-34.775607,143.525102
528,Substation,Broken Hill,220,Terminal ,Broken Hill,New South Wales,Operational,20041220,sp5xi2p5_368414_201204.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-31.986257,141.419256
529,Substation,Worsley,132,Zone ,Worsley,Western Australia,Operational,20080201,Collie_2131_Feb_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-33.237056,116.059524
530,Substation,Landwehr,330,Terminal ,Wagerup,Western Australia,Operational,20080701,Pinjarra_2032_Jul_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.898799,115.817024
531,Substation,Mount Barker,132,Zone ,Mount Barker,Western Australia,Operational,20070101,Mt_Barker_2428_Jan_2007_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-34.602983,117.606503
532,Substation,Turkinje,132,Zone ,Mareeba,Queensland,Operational,20070823,Atherton_7963_2p5m_SPOTMaps.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-17.062761,145.435126
533,Substation,Roma,132,Zone ,Roma,Queensland,Operational,20080101,Roma_2008_200mm.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-26.578116,148.839934
534,Substation,Torrington,110,Zone ,Torrington,Queensland,Operational,20090101,Toowoomba_9242_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.556354,151.899565
535,Substation,Maryborough,132,Zone ,Maryborough West,Queensland,Operational,20060601,Maryborough_Jun_06_SPNC_2pt5m.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-25.498307,152.66734
536,Substation,Alligator Creek,132,Zone ,Alligator Creek,Queensland,Operational,20090101,CQ_Whole_project_Mosaic_50cm_MGA55_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-21.324316,149.19183
537,Substation,Clermont,132,Zone ,Clermont,Queensland,Operational,20051101,Capricorn4_SPNC_2pt5m_mosaic.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-22.849705,147.610906
538,Substation,Millchester,132,Zone ,Millchester,Queensland,Operational,20060704,East_Queensland_SPOT.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-20.101565,146.280283
539,Substation,Tangkam,110,Zone ,Aubigny,Queensland,Operational,20090101,Dalby_9143_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.479588,151.669627
540,Substation,Tuggerah,330,Zone ,Tuggerah,New South Wales,Operational,20070101,gosford.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.308009,151.433461
541,Substation,Tomago,330,Terminal ,Tomago,New South Wales,Operational,20070101,lr94orthonewc10c.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-32.821774,151.714152
542,Substation,Waratah West,132,Subtransmission ,Waratah West,New South Wales,Operational,19980101,Newcastle.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-32.890168,151.709947
543,Substation,BHP,132,Sole Use,Mayfield North,New South Wales,Operational,19980101,Newcastle.ecw,20130214,AEMO-Australian Energy Market Operators 2013,4,20130730,-32.885165,151.741983
544,Substation,Nepean,132,Zone ,Spring Farm,New South Wales,Operational,20080101,Wollongong_9029_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-34.072091,150.73226
545,Substation,Regentville,330,Zone ,Mulgoa,New South Wales,Operational,20070101,Penrith_9030_50cm_2007.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.788008,150.648524
546,Substation,Carlingford,132,Transmission ,Carlingford,New South Wales,Operational,20080101,Sydney_9130_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.782624,151.04424
547,Substation,Hawksbury,132,Transmission ,South Windsor,New South Wales,Operational,20070101,Penrith_9030_50cm_2007.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.628127,150.813457
548,Substation,Vineyard,330,Zone ,Vineyard,New South Wales,Operational,20070101,Penrith_9030_50cm_2007.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.657088,150.843474
549,Substation,Kenthurst,66,Zone ,Kenthurst,New South Wales,Operational,20080101,Sydney_9130_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.666313,151.002759
550,Substation,Blacktown,132,Transmission ,Prospect,New South Wales,Operational,20070101,Penrith_9030_50cm_2007.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.802427,150.926422
551,Substation,Sydney West,330,Bulk Supply Point,Eastern Creek,New South Wales,Operational,20070101,Penrith_9030_50cm_2007.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.816075,150.827948
552,Substation,Ingleburn,330,Terminal ,Minto,New South Wales,Operational,20070101,Penrith_9030_50cm_2007.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-34.014342,150.851327
553,Substation,West Liverpool,132,Transmission ,Prestons,New South Wales,Operational,20080101,Sydney_9130_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.930948,150.871778
554,Substation,Kemps Creek,500,Zone ,Austral,New South Wales,Operational,20070101,Penrith_9030_50cm_2007.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.900651,150.808534
555,Substation,Sydney South,330,Terminal ,Picnic Point,New South Wales,Operational,20080101,Sydney_9130_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.978654,151.012896
556,Substation,Cairns City,132,Zone ,Cairns City,Queensland,Operational,20040101,Cairns_8064_2p5m_SPOTMaps.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-16.926671,145.776767
557,Substation,Point Henry,220,Terminal ,Moolap,Victoria,Operational,20091202,portphillip_2009dec02_air_vis_35cm_mga55.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-38.135029,144.422283
558,Substation,Sydenham,500,Terminal ,Plumpton,Victoria,Operational,20091202,portphillip_2009dec02_air_vis_35cm_mga55.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-37.676163,144.747213
559,Substation,Thomastown,220,Terminal ,Thomastown,Victoria,Operational,20091202,portphillip_2009dec02_air_vis_35cm_mga55.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-37.693699,145.009929
560,Substation,Templestowe,220,Terminal ,Templestowe,Victoria,Operational,20091202,portphillip_2009dec02_air_vis_35cm_mga55.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-37.74807,145.170536
561,Substation,Rowville,220,Terminal ,Rowville,Victoria,Operational,20091202,portphillip_2009dec02_air_vis_35cm_mga55.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-37.92928,145.227283
562,Substation,Springvale,220,Terminal ,Springvale,Victoria,Operational,20091202,portphillip_2009dec02_air_vis_35cm_mga55.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-37.928182,145.146101
563,Substation,Heatherton,220,Terminal ,Moorabbin,Victoria,Operational,20091202,portphillip_2009dec02_air_vis_35cm_mga55.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-37.941128,145.078232
564,Substation,Triabunna,110,Zone ,Triabunna,Tasmania,Operational,20051106,or1396-76_repro.ecw,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-42.499862,147.909202
565,Substation,Sorell,110,Zone ,Sorell,Tasmania,Operational,20070201,or1422-43_repro.ecw,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-42.77624,147.555392
566,Substation,Rokeby,110,Zone ,Clarendon Vale,Tasmania,Operational,20070201,or1422-99_repro.ecw,20120123,AEMO-Australian Energy Market Operators 2012,5,20120626,-42.887385,147.449646
567,Substation,Lindisfarne,110,Zone ,Geilston Bay,Tasmania,Operational,20070201,or1422-37_repro.ecw,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-42.824884,147.349387
568,Substation,Risdon,110,Zone ,Lutana,Tasmania,Operational,20070201,or1422-37_repro.ecw,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-42.835935,147.316465
569,Substation,Nebo,275,Zone ,Nebo,Queensland,Operational,20051101,Capricorn4_SPNC_2pt5m_mosaic.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-21.631727,148.683199
570,Substation,Warwick,110,Zone ,Warwick,Queensland,Operational,20060101,Warwick_9341_60cm_2006.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-28.196879,152.05077
571,Substation,Penola West,132,Zone ,Monbulla,South Australia,Operational,20030101,SouthEast_PNC_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-37.45706,140.781708
572,Substation,Cranbourne,500,Terminal ,Cranbourne West,Victoria,Operational,20091202,portphillip_2009dec02_air_vis_35cm_mga55.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-38.085635,145.266432
573,Substation,Tods Corner,44,Zone ,Tods Corner,Tasmania,Operational,20100503,SPOTCOV_AUR_S42E146-D,20120123,AEMO-Australian Energy Market Operators 2012,3,20120710,-41.971667,146.798138
574,Substation,Tyabb,220,Terminal ,Tyabb,Victoria,Operational,20091202,portphillip_2009dec02_air_vis_35cm_mga55.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-38.267861,145.201553
575,Substation,Kincraig,132,Zone ,Naracoorte,South Australia,Operational,20030101,SouthEast_PNC_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-36.965143,140.68796
576,Substation,Snuggery,132,Zone ,Mayurra,South Australia,Operational,20030101,SouthEast_PNC_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-37.664236,140.416623
577,Substation,Mount Gambier,132,Zone ,Mount Gambier,South Australia,Operational,20030101,LowerSE_Jan03_PNC_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-37.838932,140.804478
578,Substation,Devonport,110,Zone ,Miandetta,Tasmania,Operational,20100503,SPOTCOV_AUR_S42E146-A,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-41.196103,146.340877
579,Substation,Wesley Vale,110,Zone ,Wesley Vale,Tasmania,Operational,20100503,SPOTCOV_AUR_S42E146-A,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-41.17919,146.444851
580,Substation,Scottsdale,110,Zone ,Scottsdale,Tasmania,Operational,20100503,SPOTCOV_AUR_S42E147-B,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-41.165048,147.523835
581,Substation,Norwood,110,Zone ,Norwood,Tasmania,Operational,20100503,SPOTCOV_AUR_S42E146-A,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-41.473354,147.184852
582,Substation,Hadspen,220,Zone ,Travellers Rest,Tasmania,Operational,20100503,SPOTCOV_AUR_S42E146-A,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-41.50146,147.095381
583,Substation,Trevallyn,110,Zone ,Trevallyn,Tasmania,Operational,22060301,or1408-118_repro.ecw,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-41.423234,147.112439
584,Substation,Comalco,110,Zone ,Bell Bay,Tasmania,Operational,20060120,or1404-185_repro.ecw,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-41.123883,146.872216
585,Substation,Tasmanian Electro Metallurgical Company,110,Zone ,Bell Bay,Tasmania,Operational,20060120,or1404-177_repro.ecw,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-41.129755,146.85562
586,Substation,Starwood,110,Zone ,Bell Bay,Tasmania,Operational,20060120,or1404-177_repro.ecw,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-41.121525,146.847628
587,Substation,Mount McLaren,132,Zone ,Gemini Mountains,Queensland,Operational,20051101,Capricorn4_SPNC_2pt5m_mosaic.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-22.478605,147.699279
588,Substation,Peak Downs,132,Zone ,Winchester,Queensland,Operational,20051101,Capricorn4_SPNC_2pt5m_mosaic.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-22.231985,148.208301
589,Substation,Moranbah South,132,Zone ,Moranbah,Queensland,Operational,20051101,Capricorn4_SPNC_2pt5m_mosaic.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-22.060201,147.992075
590,Substation,Wandoo,132,Zone ,Nebo,Queensland,Operational,20051101,Capricorn4_SPNC_2pt5m_mosaic.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-21.776004,148.885454
591,Substation,Nebo,132,Zone ,Nebo,Queensland,Operational,20051101,Capricorn4_SPNC_2pt5m_mosaic.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-21.630016,148.682711
592,Substation,Oonooie,132,Zone ,Sarina,Queensland,Operational,20090101,CQ_Whole_project_Mosaic_50cm_MGA55_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-21.469027,149.233847
593,Substation,Three Springs,132,Zone ,Womarden,Western Australia,Operational,20060201,Carnamah_2038_Feb_2006_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-29.517796,115.769262
594,Substation,Kilburn,275,Zone ,Port Adelaide,South Australia,Operational,20030101,WestandEastMtLoftyRanges_2003_2005_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-34.847523,138.580604
