OBJECTID,FEATURETYPE,NAME,CAPACITY_kV,CLASSIFICATION,SITESUBURB,STATE,STATUS,FEATURERELIABILITY,FEATURESOURCE,ATTRIBUTERELIABILITY,ATTRIBUTESOURCE,SPATIALACCURACY,REVISED,LATITUDE,LONGITUDE
595,Substation,Queanbeyan,132,Zone ,Jerrabomberra,Australian Capital Territory,Operational,20080101,Canberra_8727_50cm_2008.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-35.339546,149.215939
596,Substation,Canberra,330,Terminal ,Belconnen,Australian Capital Territory,Operational,20080101,Canberra_8727_50cm_2008.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-35.218786,148.996331
597,Substation,Dysart,132,Zone ,Dysart,Queensland,Operational,20051101,Capricorn4_SPNC_2pt5m_mosaic.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-22.547052,148.40636
598,Substation,Norwich Park,132,Zone ,Dysart,Queensland,Operational,20051101,Capricorn2_SPNC_2pt5m_mosaic.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-22.705549,148.441393
599,Substation,Dingo,132,Zone ,Goowarra,Queensland,Operational,20051101,Capricorn5_SPNC_2pt5m_mosaic.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-23.659428,149.409262
600,Substation,Broadsound,275,Zone ,Clarke Creek,Queensland,Operational,20051101,Capricorn5_SPNC_2pt5m_mosaic.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-22.820716,149.40396
601,Substation,Grantleigh,132,Zone ,Gogango,Queensland,Operational,20040101,Mount_Morgan_8950_60cm_2004.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-23.676661,150.020068
602,Substation,Egans Hill,132,Zone ,Gracemere,Queensland,Operational,20051101,Capricorn3_SPNC_2pt5m_mosaic.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-23.443403,150.501476
603,Substation,Bouldercombe,132,Zone ,Bouldercombe,Queensland,Operational,20040101,Mount_Morgan_8950_60cm_2004.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-23.536134,150.486952
604,Substation,Stanwell,275,Zone ,Stanwell,Queensland,Operational,20040101,Mount_Morgan_8950_60cm_2004.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-23.515772,150.319888
605,Substation,Boat Creek,132,Zone ,Yarwun,Queensland,Operational,20090101,9150_Gladstone_25cm_2009_Mga56.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-23.830826,151.165384
606,Substation,Gladstone South,132,Zone ,Toolooa,Queensland,Operational,20090101,9150_Gladstone_25cm_2009_Mga56.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-23.884566,151.274045
607,Substation,Callemondah,132,Zone ,Byellee,Queensland,Operational,20090101,9150_Gladstone_25cm_2009_Mga56.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-23.870735,151.196112
608,Substation,Cataby,132,Zone ,Cooljarloo,Western Australia,Operational,20080801,Wedge_Island_1936_Aug_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-30.651658,115.457644
609,Substation,Chapman,132,Zone ,Spalding,Western Australia,Operational,20060201,Geraldton_1840_Feb_2006_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-28.724621,114.632102
610,Substation,Geraldton,132,Zone ,Woorree,Western Australia,Operational,20060201,Geraldton_1840_Feb_2006_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-28.769074,114.648775
611,Substation,Mungarra,132,Zone ,West Casuarinas,Western Australia,Operational,20070201,Indarra_1940_Feb_2007_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-28.890131,115.118625
612,Substation,Busselton,132,Zone ,Vasse,Western Australia,Operational,20070301,Busselton_1930_Mar_2007_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-33.686139,115.268346
613,Substation,Collie,66,Zone ,Collie,Western Australia,Operational,20080201,Collie_2131_Feb_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-33.348531,116.140895
614,Substation,Owen Springs,66,Zone ,Hugh,Northern Territory,Operational,20050202,alcol2p5_WestMacDonnellRanges_V2.ecw,20110301,Northern Territory Utilities Commission Power and Water Corporation 2011,5,20120710,-23.862879,133.825041
615,Substation,Brewer Estate,22,Zone ,Hugh,Northern Territory,Operational,20050202,alcol2p5_WestMacDonnellRanges_V2.ecw,20110301,Northern Territory Utilities Commission Power and Water Corporation 2011,5,20120710,-23.881809,133.828823
616,Substation,South East,275,Zone ,Mingbool,South Australia,Operational,20030101,SouthEast_PNC_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-37.733363,140.840427
617,Substation,Whyalla,132,Zone ,Whyalla Barson,South Australia,Operational,20040101,FranklinHarbor_Area5_Mar04_MGA53.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-33.009926,137.576683
618,Substation,Proserpine,132,Zone ,Kelsey Creek,Queensland,Operational,20090101,CQ_Whole_project_Mosaic_50cm_MGA55_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-20.388501,148.539783
619,Substation,Manton,132,Zone ,Darwin River Dam,Northern Territory,Operational,20110301,Northern Territory Utilities Commission Power and Water Corporation 2011,20110301,Northern Territory Utilities Commission Power and Water Corporation 2011,1,20120710,-12.894758,131.139439
620,Substation,Humpty Doo,66,Zone ,Lambells Lagoon,Northern Territory,Operational,20110301,Northern Territory Utilities Commission Power and Water Corporation 2011,20110301,Northern Territory Utilities Commission Power and Water Corporation 2011,1,20120710,-12.608495,131.26592
621,Substation,Bundey,66,Zone ,Mount Bundey,Northern Territory,Operational,20110301,Northern Territory Utilities Commission Power and Water Corporation 2011,20110301,Northern Territory Utilities Commission Power and Water Corporation 2011,1,20120710,-12.823751,131.573774
622,Substation,McMinn,66,Zone ,Bees Creek,Northern Territory,Operational,20110301,Northern Territory Utilities Commission Power and Water Corporation 2011,20110301,Northern Territory Utilities Commission Power and Water Corporation 2011,1,20120710,-12.564748,131.072408
623,Substation,Palmerston,66,Zone ,Yarrawonga,Northern Territory,Operational,20080130,SPOTCOV_AUD_S13E130-B,20110301,Northern Territory Utilities Commission Power and Water Corporation 2011,5,20120710,-12.477303,130.989252
624,Substation,City,66,Zone ,Darwin City,Northern Territory,Operational,20050514,Darwin_RGB.tif,20110301,Northern Territory Utilities Commission Power and Water Corporation 2011,5,20120710,-12.456924,130.842458
625,Substation,Snell Street,66,Zone ,Woolner,Northern Territory,Operational,20050514,Darwin_RGB.tif,20110301,Northern Territory Utilities Commission Power and Water Corporation 2011,5,20120710,-12.429821,130.857971
626,Substation,Casuarina,66,Zone ,Jingili,Northern Territory,Operational,20050514,Darwin_RGB.tif,20110301,Northern Territory Utilities Commission Power and Water Corporation 2011,5,20120710,-12.383245,130.876042
627,Substation,Kareeya ,132,Power Station,Cardstone,Queensland,Operational,20040101,Tully_8026_60cm_2004.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-17.76735,145.579104
628,Substation,Chinchilla,132,Zone ,Chinchilla,Queensland,Operational,20020101,Chinchilla_9044_1m_2002.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-26.744499,150.645175
629,Substation,Cape Lambert ,220,Terminal ,Wickham,Western Australia,Operational,20070801,Roebourne_2356_Aug_2007_Mosaic.ecw,20090601,North West Interconnected System Website,5,20120710,-20.65353,117.139108
630,Substation,Karratha ,132,Terminal ,Stove Hill,Western Australia,Operational,20040801,Dampier_2256_Legendre_2257_Aug_2004_mosaic.ecw,20090601,North West Interconnected System Website,5,20120710,-20.762308,116.834853
631,Substation,South Hedland,66,Zone ,South Hedland,Western Australia,Operational,20040701,Port_Hedland_2657_July_2004_Mosaic.ecw,20090601,North West Interconnected System Website,5,20120710,-20.409256,118.616049
632,Substation,Hedland,220,Terminal ,Boodarie,Western Australia,Operational,20040701,Port_Hedland_2657_July_2004_Mosaic.ecw,20090601,North West Interconnected System Website,5,20120710,-20.386174,118.576426
633,Substation,Alan Sherriff,132,Zone ,Mount Louisa,Queensland,Operational,20090101,CQ_Whole_project_Mosaic_50cm_MGA55_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-19.286508,146.747653
634,Substation,Black River,66,Zone ,Beach Holm,Queensland,Operational,20090101,CQ_Whole_project_Mosaic_50cm_MGA55_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-19.233058,146.653278
635,Substation,Cardwell,132,Zone ,Damper Creek,Queensland,Operational,20040101,Cardwell_8161_60cm_2004.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-18.340153,146.046832
636,Substation,Fairfax Lane,132,Transmission ,Moss Vale,New South Wales,Operational,20080101,Moss_Vale_8928_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-34.552346,150.406762
637,Substation,Marulan,330,Zone ,Brayton,New South Wales,Operational,20080101,Moss_Vale_8928_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-34.615337,150.051931
638,Substation,Spring Hill,132,Transmission ,Unanderra,New South Wales,Operational,20080101,Wollongong_9029_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-34.457181,150.85975
639,Substation,Dapto,330,Zone ,Yallah,New South Wales,Operational,20090101,Kiama_9028_50cm_2009.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-34.534632,150.781179
640,Substation,Avon,330,Zone ,Avon,New South Wales,Operational,20090101,Kiama_9028_50cm_2009.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-34.447269,150.743828
641,Substation,Stanthorpe,110,Zone ,Stanthorpe,Queensland,Operational,20070101,Stanthorpe_9240_60cm_2007.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-28.645321,151.916848
642,Substation,Kilkivan,132,Zone ,Kilkivan,Queensland,Operational,20070101,Goomeri_9345_60cm_2007.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-26.0812,152.258526
643,Substation,Kemmis,132,Zone ,Hail Creek,Queensland,Operational,20051101,Capricorn4_SPNC_2pt5m_mosaic.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-21.573504,148.384466
644,Substation,Townsville,132,Switchyard,Yabulu,Queensland,Operational,20090101,CQ_Whole_project_Mosaic_50cm_MGA55_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-19.200116,146.619444
645,Substation,Townsville Zinc,132,Zone ,Stuart,Queensland,Operational,20090101,CQ_Whole_project_Mosaic_50cm_MGA55_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-19.335456,146.888497
646,Substation,Townsville South,132,Zone ,Stuart,Queensland,Operational,20090101,CQ_Whole_project_Mosaic_50cm_MGA55_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-19.351117,146.85297
647,Substation,Dan Gleeson,66,Zone ,Condon,Queensland,Operational,20090101,CQ_Whole_project_Mosaic_50cm_MGA55_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-19.320446,146.717953
648,Substation,Garbutt,132,Zone ,Garbutt,Queensland,Operational,20090101,CQ_Whole_project_Mosaic_50cm_MGA55_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-19.269056,146.778171
649,Substation,Gregory,132,Zone ,Lilyvale,Queensland,Operational,20051101,Capricorn2_SPNC_2pt5m_mosaic.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-23.148754,148.391726
650,Substation,Lilyvale,275,Zone ,Lilyvale,Queensland,Operational,20051101,Capricorn2_SPNC_2pt5m_mosaic.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-23.129125,148.428185
651,Substation,Lismore 330,330,Zone ,McKees Hill,New South Wales,Operational,20090101,Lismore_9540_50cm_2009.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-28.890469,153.188638
652,Substation,Beaudesert,110,Zone ,Beaudesert,Queensland,Operational,20090101,Beenleigh_9542_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.964903,152.992965
653,Substation,Corinda,110,Zone ,Corinda,Queensland,Operational,20090101,Brisbane_Mosaic_15cm_MGA56_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.537289,152.980463
654,Substation,Belmont-H3,275,Zone ,Mansfield,Queensland,Operational,20090101,Brisbane_Mosaic_15cm_MGA56_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.537035,153.115188
655,Substation,Mudgeeraba,275,Zone ,Varsity Lakes,Queensland,Operational,20070101,Murwillumbah_9541_60cm_2007.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-28.093811,153.397259
656,Substation,Bendigo,220,Terminal ,Golden Square,Victoria,Operational,20080106,bendigo_2008jan06_air_vis_15cm_mga55.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-36.784024,144.25359
657,Substation,Horsham,220,Terminal ,Riverside,Victoria,Operational,20040101,WimmeraCMA_60cm_2004.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-36.722205,142.247589
658,Substation,Shepparton,220,Terminal ,Shepparton North,Victoria,Operational,20041101,shepparton_2004nov01_air_vis_30cm_mga55.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-36.342813,145.414578
659,Substation,Molendinar,275,Zone ,Molendinar,Queensland,Operational,20090101,Beenleigh_9542_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.978432,153.360071
660,Substation,Surfers Paradise,110,Zone ,Surfers Paradise,Queensland,Operational,20020101,Beenleigh_9542_60cm_2002.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.997805,153.426899
661,Substation,Cades County,110,Zone ,Oxenford,Queensland,Operational,20090101,Beenleigh_9542_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.904402,153.311482
662,Substation,Beenleigh,110,Zone ,Mount Warren Park,Queensland,Operational,20090101,Beenleigh_9542_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.724423,153.208253
663,Substation,Chapel Street,220,Zone ,Glenorchy,Tasmania,Operational,20070201,or1422-37_repro.ecw,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-42.843081,147.25496
664,Substation,Middle Ridge,330,Zone ,Kearneys Spring,Queensland,Operational,20090101,Toowoomba_9242_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.622984,151.946519
665,Substation,Stony Creek,132,Zone ,Newlands,Queensland,Operational,20051101,Capricorn4_SPNC_2pt5m_mosaic.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-21.28825,147.942155
666,Substation,Bundaberg,132,Zone ,Kensington,Queensland,Operational,20100101,bundaberg_6cm_mosaic_mga56_2010.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-24.917142,152.299799
667,Substation,Clare,66,Zone ,Kirknie,Queensland,Operational,20090101,CQ_Whole_project_Mosaic_50cm_MGA55_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,3,20120717,-19.906142,147.234004
668,Substation,Moura,132,Zone ,Kianga,Queensland,Operational,20100403,SPOTCOV_AUO_S25E150-C,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-24.513844,150.06544
669,Substation,Rocklands,132,Zone ,Port Curtis,Queensland,Operational,20040101,Rockhampton_9051_60cm_2004.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-23.444041,150.507365
670,Substation,Woolooga,275,Zone ,Lower Wonga,Queensland,Operational,20070101,Goomeri_9345_60cm_2007.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-26.089696,152.438355
671,Substation,Mackay,132,Zone ,West Mackay,Queensland,Operational,20090101,CQ_Whole_project_Mosaic_50cm_MGA55_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-21.145111,149.15861
672,Substation,Rockhampton,132,Zone ,Park Avenue,Queensland,Operational,20040101,Rockhampton_9051_60cm_2004.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-23.366187,150.508525
673,Substation,Yalkula,132,Zone ,Mount Molloy,Queensland,Operational,20070823,Rumula_7964_2p5m_SPOTMaps.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-16.693982,145.342593
674,Substation,Yarranlea,110,Zone ,Yarranlea,Queensland,Operational,20090101,Toowoomba_9242_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.721884,151.531409
675,Substation,Pioneer Valley,132,Zone ,Pleystowe,Queensland,Operational,20090101,CQ_Whole_project_Mosaic_50cm_MGA55_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-21.159566,149.01417
676,Substation,Bouldercombe,275,Zone ,Bouldercombe,Queensland,Operational,20040101,Mount_Morgan_8950_60cm_2004.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-23.537648,150.486865
677,Substation,Tarong,275,Zone ,Tarong,Queensland,Operational,20090101,Kingaroy_9244_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-26.786644,151.906532
678,Substation,Kerang,220,Terminal ,Kerang,Victoria,Operational,20070701,gannawarra_2007nov11_air_vis_50cm_mga54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-35.771467,143.933995
679,Substation,Red Cliffs,220,Terminal ,Red Cliffs,Victoria,Operational,20060101,Merbein_2006_RGB.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-34.291843,142.239323
680,Substation,Bungama,132,Zone ,Pirie,South Australia,Operational,20080501,AUK_S34E138-A,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-33.195418,138.067305
681,Substation,Millmerran,330,Power Station,Clontarf,Queensland,Operational,20090101,Millmerran_9142_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.965248,151.274313
